beta,epoch,recon,kl
2,94,25.68784408569336,19.048891067504883
2,95,21.786013221740724,17.31137466430664
2,96,13.57758445739746,18.414835357666014
2,97,28.681266403198244,20.4517578125
2,98,19.724668121337892,17.686375045776366
2,99,35.9651496887207,16.41931915283203
2,100,22.864358139038085,19.938885498046876
4,1,1393.5176513671875,20.40522289276123
4,2,1335.2635498046875,10.268516159057617
4,3,1274.56923828125,10.19804630279541
4,4,1193.7950927734375,16.543191528320314
4,5,1066.3370361328125,27.724364471435546
4,6,929.0679443359375,41.82419891357422
4,7,751.55595703125,57.66640930175781
4,8,598.0913818359375,73.01431884765626
4,9,492.432373046875,81.49901733398437
4,10,387.21729736328126,80.49573211669922
4,11,353.7848876953125,71.25711822509766
4,12,313.2260803222656,62.468379211425784
4,13,283.3521423339844,57.73636016845703
4,14,216.49337768554688,55.50198669433594
4,15,219.51016845703126,46.62730255126953
4,16,210.83374938964843,41.742957305908206
4,17,184.6634735107422,42.24693298339844
4,18,160.15895385742186,41.137759399414065
4,19,158.20917358398438,35.1924747467041
4,20,160.25390625,31.066632080078126
4,21,143.41112823486327,34.764550018310544
4,22,108.10419006347657,39.70393829345703
4,23,110.51274719238282,30.673468017578124
4,24,145.55554656982423,24.766023635864258
4,25,98.26888656616211,30.489658737182616
4,26,70.27371978759766,36.2986083984375
4,27,56.25574798583985,31.67957992553711
4,28,90.4404312133789,24.718999099731445
4,29,74.88352813720704,25.47496795654297
4,30,48.18953857421875,28.801143646240234
4,31,48.038970947265625,27.885958862304687
4,32,69.63121032714844,25.02003288269043
4,33,53.427103424072264,24.35303497314453
4,34,73.18531799316406,21.74294967651367
4,35,64.91434020996094,23.092527008056642
4,36,45.51030349731445,24.503031921386718
4,37,48.104165649414064,22.770169830322267
4,38,58.96544189453125,21.280006408691406
4,39,41.32009735107422,21.15444450378418
4,40,61.60877990722656,20.485532760620117
4,41,47.06564865112305,22.263490676879883
4,42,49.42043762207031,21.08031349182129
4,43,74.69108238220215,16.639545822143553
4,44,49.22790451049805,18.552588653564452
4,45,44.211022186279294,20.66320343017578
4,46,44.80896530151367,18.775254821777345
4,47,53.688194274902344,16.58754196166992
4,48,43.10944137573242,17.357652282714845
4,49,42.15963439941406,18.509492111206054
4,50,70.99308395385742,16.831939697265625
4,51,39.3272087097168,17.13894901275635
4,52,61.65978240966797,16.01110725402832
4,53,48.29781036376953,17.54871196746826
4,54,44.308373260498044,17.424526405334472
4,55,45.134709167480466,16.52434139251709
4,56,43.986550903320314,15.136826705932616
4,57,49.226148223876955,15.573271369934082
4,58,39.53917961120605,17.060026550292967
4,59,46.459024810791014,15.974641799926758
4,60,70.09137420654297,12.603661918640137
4,61,48.980281829833984,14.468783760070801
4,62,50.103698348999025,17.536471557617187
4,63,41.38243637084961,14.397830200195312
4,64,66.43288345336914,12.344826698303223
4,65,51.59274749755859,15.354542922973632
4,66,46.23029327392578,16.60252151489258
4,67,44.41897964477539,14.493474769592286
4,68,45.97256927490234,13.106976509094238
4,69,31.166371536254882,14.224567031860351
4,70,42.68751068115235,15.19745101928711
4,71,34.37692108154297,13.500720405578614
4,72,37.9445068359375,13.114196395874023
4,73,47.62132110595703,13.737593078613282
4,74,28.54899482727051,13.096755599975586
4,75,45.6195785522461,12.145762825012207
4,76,40.753334045410156,12.84013614654541
4,77,34.47108383178711,14.90497646331787
4,78,50.49564437866211,12.859198951721192
4,79,63.31729736328125,11.573019218444824
4,80,40.893368530273435,13.627350997924804
4,81,45.312362861633304,16.250148391723634
4,82,37.722224426269534,13.264184951782227
4,83,40.35438003540039,12.028394889831542
4,84,32.54250640869141,13.648950386047364
4,85,36.12715225219726,15.326721000671387
4,86,43.92925758361817,13.51789207458496
4,87,27.110959243774413,12.646074485778808
4,88,37.73039016723633,12.597661018371582
4,89,45.08537902832031,13.408777046203614
4,90,27.125632095336915,14.310778617858887
4,91,36.2658390045166,14.430550003051758
4,92,37.85692596435547,14.424057006835938
4,93,35.67233428955078,12.602277946472167
4,94,46.23699722290039,12.465714073181152
4,95,19.68299980163574,14.373102951049805
4,96,30.68269271850586,15.205207633972169
4,97,36.80090179443359,12.679735946655274
4,98,50.869198608398435,11.294800567626954
4,99,41.52099075317383,12.443010139465333
4,100,28.640016174316408,13.648179817199708
8,1,1394.8052734375,16.852716827392577
8,2,1346.6264404296876,5.5094218254089355
8,3,1305.4041748046875,4.131652736663819
8,4,1256.4980712890624,6.578395557403565
8,5,1177.38017578125,10.567888832092285
8,6,1101.4236328125,14.436189651489258
8,7,1018.1326782226563,18.27277374267578
8,8,926.1183349609375,22.94429244995117
8,9,804.030615234375,28.50620231628418
8,10,689.0818725585938,33.009314727783206
8,11,572.0544189453125,34.52066192626953
8,12,518.6834838867187,32.05886383056641
8,13,482.94521484375,30.424806213378908
8,14,390.688525390625,30.899046325683592
8,15,370.65098876953124,28.508512496948242
8,16,341.032861328125,26.138838958740234
8,17,314.91258544921874,25.392355728149415
8,18,303.66864013671875,23.365233993530275
8,19,266.15276489257815,22.303593826293945
8,20,292.66746826171874,18.61953811645508
8,21,243.31866149902345,19.73495216369629
8,22,219.31853332519532,20.96882553100586
8,23,227.2357666015625,16.083056259155274
8,24,217.240380859375,16.119274139404297
8,25,190.38145751953124,18.93668098449707
8,26,163.13836975097655,18.525502014160157
8,27,190.99285583496095,13.92079849243164
8,28,154.38399658203124,16.834728240966797
8,29,126.38030700683593,19.146221160888672
8,30,119.62474822998047,15.137254333496093
8,31,137.35218200683593,12.99148063659668
8,32,105.58137817382813,15.112871551513672
8,33,102.05595092773437,16.334028244018555
8,34,95.14368286132813,14.40416088104248
8,35,122.38559265136719,13.262320518493652
8,36,69.37570343017578,16.264521408081055
8,37,77.21040954589844,14.653357315063477
8,38,75.79704132080079,12.531965065002442
8,39,110.40360717773437,12.319916152954102
8,40,66.58322219848633,16.99190483093262
8,41,52.504800415039064,15.90742530822754
8,42,93.53456420898438,10.802046775817871
8,43,95.58654327392578,11.954267883300782
8,44,61.38972778320313,15.623321151733398
8,45,86.93458862304688,11.840219879150391
8,46,82.58406066894531,11.28199806213379
8,47,59.35696716308594,14.544377517700195
8,48,48.73326034545899,12.409869956970216
8,49,108.35371704101563,8.654730796813965
8,50,80.74007263183594,11.138526153564452
8,51,68.01722412109375,14.545450210571289
8,52,68.44534835815429,10.855205535888672
8,53,119.64093017578125,9.21790008544922
8,54,57.11398544311523,12.133656692504882
8,55,65.28809051513672,13.346781730651855
8,56,94.3356689453125,9.849841690063476
8,57,91.64339904785156,9.339493370056152
8,58,70.67428588867188,11.810080909729004
8,59,61.136587142944336,13.092030715942382
8,60,63.182386779785155,11.217497444152832
8,61,87.9185577392578,9.745734977722169
8,62,57.584984588623044,10.467359924316407
8,63,77.32377166748047,10.681977844238281
8,64,65.15649871826172,11.094200706481933
8,65,68.63557281494141,10.34806022644043
8,66,75.15957489013672,11.35704689025879
8,67,49.12228088378906,10.392973136901855
8,68,64.90130767822265,8.893631935119629
8,69,69.95557327270508,9.212233543395996
8,70,71.97895965576171,10.907501602172852
8,71,52.0824951171875,10.21797046661377
8,72,81.76190032958985,7.9688139915466305
8,73,78.36578674316407,7.817128372192383
8,74,78.12386627197266,8.448852729797363
8,75,72.24538116455078,8.802342224121094
8,76,57.45489501953125,9.118056106567384
8,77,72.66155090332032,9.346650886535645
8,78,56.369807434082034,10.031309700012207
8,79,53.400603485107425,8.509203720092774
8,80,83.63977355957032,8.431459426879883
8,81,68.79965057373047,9.707536315917968
8,82,51.42190093994141,9.932046890258789
8,83,47.55020599365234,8.753186893463134
8,84,62.39830780029297,7.275887584686279
8,85,77.01196365356445,7.8139396667480465
8,86,51.69201812744141,9.350823211669923
8,87,81.3999267578125,8.343497180938721
8,88,52.84696044921875,7.624330139160156
8,89,86.78977508544922,8.088863182067872
8,90,83.80727691650391,8.73654842376709
8,91,55.27705001831055,9.183843231201172
8,92,55.12377777099609,9.077901268005371
8,93,70.10587348937989,8.588745498657227
8,94,57.97635192871094,9.520431900024414
8,95,58.590631103515626,9.687413787841797
8,96,54.63072738647461,9.15887393951416
8,97,60.228417205810544,9.555389022827148
8,98,41.88312759399414,9.663851165771485
8,99,66.6659927368164,9.197161102294922
8,100,36.523766326904294,8.805254554748535
12,1,1368.101953125,20.2735237121582
12,2,1340.7198486328125,8.404462337493896
12,3,1301.6602783203125,4.255815505981445
12,4,1283.8339111328125,3.2631208896636963
12,5,1250.5576416015624,3.476486396789551
12,6,1201.4307250976562,4.177059698104858
12,7,1169.51455078125,5.704946708679199
12,8,1076.04951171875,7.837644386291504
12,9,977.1279418945312,10.637476348876953
12,10,904.93818359375,13.780945777893066
12,11,776.4659423828125,17.28585205078125
12,12,687.295751953125,19.86117477416992
12,13,596.1989990234375,21.253377151489257
12,14,518.8953369140625,20.694756698608398
12,15,534.4064819335938,18.434173583984375
12,16,440.07281494140625,18.9130500793457
12,17,400.0615295410156,18.46482620239258
12,18,412.03729858398435,14.986970710754395
12,19,379.6689453125,14.243612289428711
12,20,341.6405090332031,14.855517768859864
12,21,361.3383483886719,13.747425079345703
12,22,310.5972045898437,13.698043251037598
12,23,321.7919097900391,12.82494659423828
12,24,286.2138336181641,13.095957183837891
12,25,290.3146667480469,11.825148391723634
12,26,243.04071960449218,11.781673431396484
12,27,265.1732604980469,10.902066230773926
12,28,211.524462890625,11.82096996307373
12,29,228.88744201660157,11.213266754150391
12,30,223.8748291015625,12.120015144348145
12,31,193.65082397460938,13.249480056762696
12,32,168.22085571289062,12.729889488220214
12,33,181.28197021484374,10.471172714233399
12,34,143.49848480224608,11.412747764587403
12,35,152.19656982421876,12.22697925567627
12,36,125.90520935058593,11.307782554626465
12,37,150.16572265625,10.291786003112794
12,38,96.4124755859375,11.156727600097657
12,39,126.40586547851562,9.796196174621581
12,40,112.25053253173829,11.170936584472656
12,41,103.92081909179687,10.265824127197266
12,42,91.58911743164063,9.931583023071289
12,43,95.85560836791993,10.081637001037597
12,44,84.97508850097657,11.272267532348632
12,45,66.68317947387695,10.883874130249023
12,46,112.89250030517579,8.412008476257324
12,47,90.36457824707031,9.671747016906739
12,48,63.11855010986328,10.50000171661377
12,49,90.4786865234375,7.940299415588379
12,50,93.30391693115234,8.254801368713379
12,51,85.27033996582031,9.59313144683838
12,52,70.03562088012696,8.864838027954102
12,53,102.50758666992188,8.22813148498535
12,54,81.8405746459961,8.490517807006835
12,55,73.30745315551758,8.747615242004395
12,56,64.44045486450196,8.990728759765625
12,57,94.20039215087891,8.138723754882813
12,58,78.84922637939454,8.424082279205322
12,59,72.12963104248047,8.039201164245606
12,60,83.2557373046875,7.882966995239258
12,61,97.26239929199218,7.694648551940918
12,62,73.82611999511718,8.879123497009278
12,63,73.72391967773437,8.176177883148194
12,64,93.67435684204102,6.796471214294433
12,65,89.5341812133789,7.3961762428283695
12,66,64.92713775634766,8.923917198181153
12,67,98.59807891845703,6.987855911254883
12,68,84.80203475952149,6.696249389648438
12,69,72.80350914001465,8.226031303405762
12,70,47.78310623168945,7.7828216552734375
12,71,104.41431884765625,6.721078968048095
12,72,68.23181457519532,7.593142127990722
12,73,82.20022430419922,6.856951713562012
12,74,49.52819671630859,6.941201210021973
12,75,74.82191009521485,7.095693111419678
12,76,91.47290344238282,7.885197544097901
12,77,77.23529663085938,6.323458862304688
12,78,100.97906188964843,5.83318567276001
12,79,64.2386260986328,7.091434383392334
12,80,79.99166870117188,6.962934303283691
12,81,65.04299774169922,6.29135217666626
12,82,76.67774658203125,6.218664264678955
12,83,68.7313720703125,7.582896041870117
12,84,46.11869430541992,8.310830307006835
12,85,106.62091827392578,6.35296049118042
12,86,51.02121429443359,5.889265823364258
12,87,75.57554092407227,6.083516693115234
12,88,77.38673858642578,5.895929145812988
12,89,94.2983226776123,5.901567649841309
12,90,76.89106903076171,6.233951663970947
12,91,55.957237243652344,6.446115970611572
12,92,70.59440765380859,6.496137237548828
12,93,71.76677856445312,6.300294589996338
12,94,62.00454254150391,6.341562175750733
12,95,50.44939270019531,6.2228950500488285
12,96,84.67085266113281,5.818647766113282
12,97,64.52758865356445,6.550336170196533
12,98,62.95640487670899,7.372612953186035
12,99,92.03088836669922,6.4355510711669925
12,100,69.96053314208984,5.85557107925415
